"Date","Price","Open","High","Low","Vol.","Change %"
"06/28/2022","0.065894","0.067035","0.068271","0.065203","1.52B","-1.60%"
"06/27/2022","0.066968","0.065013","0.070227","0.064928","1.68B","3.00%"
"06/26/2022","0.065014","0.064810","0.065881","0.064068","742.22M","0.31%"
"06/25/2022","0.064811","0.065864","0.066295","0.063670","768.76M","-1.60%"
"06/24/2022","0.065864","0.063772","0.066661","0.063611","1.19B","3.28%"
"06/23/2022","0.063772","0.063079","0.064571","0.061963","930.20M","1.10%"
"06/22/2022","0.063081","0.064928","0.065756","0.063020","1.06B","-2.85%"
"06/21/2022","0.064928","0.061108","0.066749","0.060972","1.68B","6.25%"
"06/20/2022","0.061108","0.061318","0.062104","0.059470","1.37B","-0.34%"
"06/19/2022","0.061318","0.060901","0.062910","0.058537","2.32B","0.68%"
"06/18/2022","0.060901","0.059860","0.063015","0.057162","3.09B","1.74%"
"06/17/2022","0.059858","0.059232","0.063120","0.058732","2.11B","1.06%"
"06/16/2022","0.059231","0.063018","0.065550","0.058407","3.33B","-6.01%"
"06/15/2022","0.063018","0.055595","0.063927","0.047094","10.84B","13.35%"
"06/14/2022","0.055595","0.063873","0.064792","0.052243","6.60B","-12.96%"
"06/13/2022","0.063871","0.076379","0.076659","0.060951","7.32B","-16.03%"
"06/12/2022","0.076062","0.076180","0.078570","0.074229","1.90B","-0.15%"
"06/11/2022","0.076180","0.078928","0.080322","0.074857","1.35B","-3.48%"
"06/10/2022","0.078928","0.080990","0.081594","0.078866","1.08B","-2.55%"
"06/09/2022","0.080989","0.080643","0.081910","0.080071","764.77M","0.43%"
"06/08/2022","0.080643","0.081855","0.082628","0.079614","1.08B","-1.45%"
"06/07/2022","0.081833","0.081609","0.083088","0.078950","1.33B","0.27%"
"06/06/2022","0.081609","0.081506","0.084837","0.081090","1.11B","0.15%"
"06/05/2022","0.081488","0.080441","0.082615","0.079209","822.58M","1.33%"
"06/04/2022","0.080415","0.081126","0.081339","0.076477","1.72B","-0.88%"
"06/03/2022","0.081129","0.084364","0.086178","0.080481","1.34B","-3.84%"
"06/02/2022","0.084366","0.083561","0.085635","0.081118","1.79B","1.10%"
"06/01/2022","0.083446","0.084375","0.091315","0.082146","3.78B","-1.10%"
"05/31/2022","0.084371","0.083232","0.084433","0.079414","1.76B","1.37%"
"05/30/2022","0.083232","0.080548","0.084384","0.080201","1.50B","3.31%"
"05/29/2022","0.080568","0.081189","0.082266","0.078210","1.02B","-0.75%"
"05/28/2022","0.081175","0.080763","0.082595","0.078995","1.14B","0.52%"
"05/27/2022","0.080757","0.082262","0.083629","0.078419","2.55B","-1.82%"
"05/26/2022","0.082253","0.084749","0.086328","0.078998","3.66B","-2.96%"
"05/25/2022","0.084758","0.080647","0.087132","0.080069","2.03B","5.10%"
"05/24/2022","0.080648","0.076167","0.082857","0.076001","2.73B","5.88%"
"05/23/2022","0.076166","0.078162","0.082484","0.075834","2.22B","-2.55%"
"05/22/2022","0.078161","0.074044","0.078566","0.073629","1.05B","5.56%"
"05/21/2022","0.074044","0.071283","0.075766","0.070493","1.02B","3.87%"
"05/20/2022","0.071283","0.073515","0.075037","0.069973","1.48B","-3.02%"
"05/19/2022","0.073502","0.070995","0.074912","0.070098","1.44B","3.53%"
"05/18/2022","0.070994","0.072251","0.072824","0.069449","1.27B","-1.74%"
"05/17/2022","0.072251","0.069130","0.073837","0.068944","1.43B","4.52%"
"05/16/2022","0.069127","0.072414","0.072419","0.067212","1.56B","-4.55%"
"05/15/2022","0.072418","0.072411","0.072531","0.067812","1.78B","0.01%"
"05/14/2022","0.072409","0.074280","0.076077","0.070719","2.03B","-2.52%"
"05/13/2022","0.074281","0.067213","0.076451","0.066613","3.50B","10.53%"
"05/12/2022","0.067203","0.074783","0.079437","0.065827","6.67B","-10.14%"
"05/11/2022","0.074783","0.076911","0.084101","0.063101","10.74B","-2.77%"
"05/10/2022","0.076910","0.072611","0.082312","0.071489","6.10B","5.95%"
"05/09/2022","0.072594","0.087876","0.087967","0.072216","7.97B","-17.40%"
"05/08/2022","0.087887","0.083367","0.092404","0.080413","6.24B","5.42%"
"05/07/2022","0.083364","0.086289","0.088166","0.080083","6.40B","-3.39%"
"05/06/2022","0.086290","0.074501","0.087986","0.072745","7.67B","15.82%"
"05/05/2022","0.074506","0.086288","0.089502","0.072948","6.97B","-13.66%"
"05/04/2022","0.086296","0.072672","0.086762","0.070043","7.14B","18.75%"
"05/03/2022","0.072672","0.068941","0.074992","0.068220","4.58B","5.41%"
"05/02/2022","0.068941","0.070837","0.073477","0.064633","4.22B","-2.68%"
"05/01/2022","0.070841","0.062670","0.071654","0.061779","4.69B","13.03%"
"04/30/2022","0.062672","0.063574","0.065236","0.061927","2.46B","-1.41%"
"04/29/2022","0.063567","0.063715","0.069886","0.062742","3.77B","-0.23%"
"04/28/2022","0.063714","0.063184","0.064067","0.062521","1.33B","0.84%"
"04/27/2022","0.063184","0.061914","0.063668","0.061740","1.40B","2.05%"
"04/26/2022","0.061914","0.065276","0.065614","0.061633","1.52B","-5.15%"
"04/25/2022","0.065274","0.065668","0.065748","0.061800","1.82B","-0.60%"
"04/24/2022","0.065668","0.067559","0.067883","0.064707","1.52B","-2.80%"
"04/23/2022","0.067559","0.066599","0.069222","0.066540","1.97B","1.44%"
"04/22/2022","0.066599","0.071076","0.072381","0.066401","4.91B","-6.30%"
"04/21/2022","0.071073","0.062597","0.074613","0.060646","10.57B","13.53%"
"04/20/2022","0.062604","0.063103","0.063432","0.061826","2.19B","-0.79%"
"04/19/2022","0.063100","0.061471","0.063609","0.061139","2.14B","2.64%"
"04/18/2022","0.061479","0.060090","0.061653","0.058877","2.54B","2.31%"
"04/17/2022","0.060091","0.061859","0.062874","0.059921","1.57B","-2.84%"
"04/16/2022","0.061844","0.061789","0.062248","0.060968","1.39B","0.06%"
"04/15/2022","0.061810","0.060131","0.062220","0.059856","1.73B","2.79%"
"04/14/2022","0.060133","0.061502","0.062025","0.059405","2.07B","-2.22%"
"04/13/2022","0.061497","0.059907","0.061523","0.059349","1.68B","2.72%"
"04/12/2022","0.059869","0.058226","0.060404","0.057925","2.25B","2.83%"
"04/11/2022","0.058221","0.062360","0.062525","0.057766","2.48B","-6.64%"
"04/10/2022","0.062363","0.063932","0.064271","0.062218","1.72B","-2.44%"
"04/09/2022","0.063925","0.062610","0.064016","0.062268","1.90B","2.13%"
"04/08/2022","0.062595","0.064327","0.065185","0.062138","2.06B","-2.75%"
"04/07/2022","0.064366","0.063067","0.064784","0.062655","2.51B","2.06%"
"04/06/2022","0.063070","0.069285","0.069308","0.063004","2.99B","-8.97%"
"04/05/2022","0.069288","0.070701","0.071755","0.069235","2.01B","-2.00%"
"04/04/2022","0.070704","0.073093","0.073106","0.068823","2.10B","-3.24%"
"04/03/2022","0.073072","0.073205","0.073702","0.072088","1.46B","-0.15%"
"04/02/2022","0.073181","0.074948","0.076413","0.072894","2.29B","-2.35%"
"04/01/2022","0.074941","0.073910","0.075091","0.071392","2.84B","1.39%"
"03/31/2022","0.073916","0.073361","0.079513","0.073339","5.59B","0.86%"
"03/30/2022","0.073288","0.069373","0.074411","0.067479","4.56B","5.64%"
"03/29/2022","0.069372","0.068893","0.072436","0.068374","2.77B","0.81%"
"03/28/2022","0.068816","0.069032","0.071964","0.068564","3.35B","-0.32%"
"03/27/2022","0.069039","0.066329","0.069472","0.065849","3.80B","4.09%"
"03/26/2022","0.066323","0.064356","0.066350","0.063827","3.10B","3.00%"
"03/25/2022","0.064389","0.065637","0.066619","0.063872","2.79B","-1.88%"
"03/24/2022","0.065622","0.064321","0.065925","0.063810","2.85B","2.03%"
"03/23/2022","0.064318","0.063434","0.064868","0.063178","2.63B","1.39%"
"03/22/2022","0.063439","0.061771","0.063933","0.061621","3.05B","2.70%"
"03/21/2022","0.061771","0.061543","0.061859","0.060761","2.96B","0.37%"
"03/20/2022","0.061543","0.061905","0.062452","0.060833","2.97B","-0.58%"
"03/19/2022","0.061905","0.061625","0.062180","0.061250","1.86B","0.46%"
"03/18/2022","0.061620","0.060722","0.061829","0.059935","813.25M","1.48%"
"03/17/2022","0.060720","0.061073","0.061124","0.060560","637.89M","-0.58%"
"03/16/2022","0.061074","0.060492","0.061529","0.059478","1.01B","0.95%"
"03/15/2022","0.060501","0.060068","0.060658","0.059388","777.18M","0.72%"
"03/14/2022","0.060071","0.059301","0.060460","0.058911","877.33M","1.29%"
"03/13/2022","0.059305","0.059666","0.060325","0.058928","907.66M","-0.60%"
"03/12/2022","0.059661","0.060225","0.060719","0.059579","866.87M","-0.94%"
"03/11/2022","0.060225","0.059886","0.060873","0.058932","1.29B","0.57%"
"03/10/2022","0.059886","0.060776","0.060807","0.057858","1.51B","-1.47%"
"03/09/2022","0.060776","0.060541","0.062629","0.060303","1.39B","0.39%"
"03/08/2022","0.060541","0.058616","0.061068","0.058466","1.32B","3.28%"
"03/07/2022","0.058618","0.058880","0.060515","0.057840","1.19B","-0.43%"
"03/06/2022","0.058874","0.060382","0.060829","0.058671","914.45M","-2.50%"
"03/05/2022","0.060381","0.058291","0.060846","0.057721","837.17M","3.59%"
"03/04/2022","0.058291","0.059977","0.060207","0.057515","1.35B","-2.81%"
"03/03/2022","0.059977","0.061519","0.061616","0.059161","2.15B","-2.50%"
"03/02/2022","0.061514","0.062195","0.062900","0.060838","2.51B","-1.09%"
"03/01/2022","0.062194","0.061771","0.062821","0.061030","2.47B","0.68%"
"02/28/2022","0.061771","0.058057","0.062192","0.057468","2.65B","6.40%"
"02/27/2022","0.058054","0.059594","0.060769","0.057451","2.70B","-2.58%"
"02/26/2022","0.059594","0.059406","0.061601","0.058757","3.53B","0.34%"
"02/25/2022","0.059394","0.061084","0.062793","0.055463","5.80B","-2.77%"
"02/24/2022","0.061084","0.060799","0.061714","0.056137","4.82B","0.48%"
"02/23/2022","0.060790","0.062648","0.063853","0.060776","2.97B","-2.93%"
"02/22/2022","0.062625","0.059545","0.062743","0.059203","3.68B","5.19%"
"02/21/2022","0.059532","0.061971","0.063698","0.059353","4.01B","-3.92%"
"02/20/2022","0.061961","0.063479","0.063547","0.061084","3.13B","-2.34%"
"02/19/2022","0.063446","0.063061","0.064386","0.062887","2.57B","0.60%"
"02/18/2022","0.063069","0.062497","0.064040","0.062152","2.98B","0.92%"
"02/17/2022","0.062492","0.066366","0.067095","0.062087","3.00B","-5.83%"
"02/16/2022","0.066360","0.066839","0.066926","0.065505","2.27B","-0.71%"
"02/15/2022","0.066836","0.064421","0.066990","0.064367","2.74B","3.75%"
"02/14/2022","0.064421","0.064264","0.065422","0.063287","2.67B","0.25%"
"02/13/2022","0.064262","0.063510","0.065003","0.063174","2.98B","1.22%"
"02/12/2022","0.063490","0.063987","0.065067","0.062173","3.10B","-0.74%"
"02/11/2022","0.063965","0.068486","0.068494","0.063386","3.42B","-6.61%"
"02/10/2022","0.068496","0.069903","0.071635","0.068435","3.05B","-2.01%"
"02/09/2022","0.069903","0.068055","0.070385","0.067418","2.34B","2.74%"
"02/08/2022","0.068040","0.068519","0.070175","0.066781","3.36B","-0.68%"
"02/07/2022","0.068504","0.066170","0.069329","0.065235","2.73B","3.53%"
"02/06/2022","0.066167","0.064700","0.066301","0.064419","1.78B","2.27%"
"02/05/2022","0.064700","0.064415","0.066222","0.063551","2.30B","0.43%"
"02/04/2022","0.064425","0.059791","0.064528","0.059638","3.00B","7.79%"
"02/03/2022","0.059771","0.058503","0.059771","0.058304","2.03B","2.17%"
"02/02/2022","0.058503","0.059797","0.061526","0.058466","2.43B","-2.17%"
"02/01/2022","0.059802","0.059050","0.060233","0.058847","1.90B","1.27%"
"01/31/2022","0.059050","0.058640","0.059368","0.056687","2.07B","0.69%"
"01/30/2022","0.058647","0.060334","0.060479","0.058230","2.01B","-2.77%"
"01/29/2022","0.060320","0.057576","0.060370","0.057112","2.09B","4.76%"
"01/28/2022","0.057581","0.056491","0.057663","0.055804","2.44B","1.93%"
"01/27/2022","0.056490","0.056185","0.057139","0.054449","2.76B","0.55%"
"01/26/2022","0.056180","0.055884","0.058862","0.055349","3.56B","0.54%"
"01/25/2022","0.055879","0.055070","0.056094","0.053864","3.21B","1.48%"
"01/24/2022","0.055066","0.057518","0.057548","0.050624","5.96B","-4.28%"
"01/23/2022","0.057526","0.056804","0.058520","0.055350","3.71B","1.27%"
"01/22/2022","0.056806","0.061092","0.061952","0.052771","6.89B","-7.04%"
"01/21/2022","0.061109","0.067774","0.068625","0.059787","5.23B","-9.84%"
"01/20/2022","0.067777","0.069140","0.072017","0.067478","3.25B","-1.97%"
"01/19/2022","0.069140","0.068459","0.069639","0.066239","4.12B","0.98%"
"01/18/2022","0.068470","0.070848","0.071340","0.067477","3.47B","-3.35%"
"01/17/2022","0.070843","0.069868","0.072429","0.068899","4.10B","1.40%"
"01/16/2022","0.069862","0.068445","0.070366","0.068330","2.57B","2.06%"
"01/15/2022","0.068451","0.067627","0.069332","0.067050","2.17B","1.22%"
"01/14/2022","0.067627","0.066182","0.068447","0.065903","3.46B","2.19%"
"01/13/2022","0.066179","0.068071","0.068526","0.065961","3.52B","-2.77%"
"01/12/2022","0.068068","0.064908","0.068285","0.064908","2.95B","4.86%"
"01/11/2022","0.064912","0.063453","0.065618","0.062944","3.18B","2.30%"
"01/10/2022","0.063453","0.066109","0.068299","0.061193","3.90B","-4.00%"
"01/09/2022","0.066100","0.065378","0.067218","0.064930","2.74B","1.11%"
"01/08/2022","0.065373","0.068137","0.069138","0.064030","2.63B","-4.06%"
"01/07/2022","0.068137","0.071077","0.071151","0.066594","4.71B","-4.12%"
"01/06/2022","0.071065","0.071093","0.071470","0.069323","6.02B","-0.02%"
"01/05/2022","0.071082","0.075966","0.077443","0.069163","3.57B","-6.43%"
"01/04/2022","0.075966","0.077046","0.078000","0.075797","3.51B","-1.39%"
"01/03/2022","0.077035","0.077634","0.078170","0.076267","3.32B","-0.78%"
"01/02/2022","0.077638","0.076595","0.078317","0.076029","3.16B","1.37%"
"01/01/2022","0.076589","0.075399","0.076853","0.075243","2.97B","1.57%"
"12/31/2021","0.075403","0.077841","0.079101","0.073584","3.34B","-3.13%"
"12/30/2021","0.077841","0.076449","0.078593","0.075638","2.53B","1.82%"
"12/29/2021","0.076449","0.077141","0.080002","0.076177","2.95B","-0.87%"
"12/28/2021","0.077121","0.081127","0.081132","0.076890","3.55B","-4.93%"
"12/27/2021","0.081120","0.081496","0.082699","0.080933","2.45B","-0.46%"
"12/26/2021","0.081496","0.081516","0.081903","0.079739","2.17B","0.01%"
"12/25/2021","0.081487","0.080826","0.082197","0.080251","3.11B","0.83%"
"12/24/2021","0.080815","0.082725","0.083156","0.080281","2.41B","-2.29%"
"12/23/2021","0.082710","0.079119","0.082710","0.078075","2.42B","4.54%"
"12/22/2021","0.079121","0.078849","0.080471","0.078375","1.93B","0.33%"
"12/21/2021","0.078859","0.077596","0.079342","0.076943","2.20B","1.72%"
"12/20/2021","0.077529","0.079839","0.080054","0.074908","2.73B","-2.90%"
"12/19/2021","0.079846","0.080434","0.081731","0.079396","1.93B","-0.72%"
"12/18/2021","0.080427","0.079546","0.082288","0.078675","1.96B","1.09%"
"12/17/2021","0.079561","0.085334","0.085938","0.078307","4.28B","-6.77%"
"12/16/2021","0.085339","0.087538","0.088034","0.085229","3.01B","-2.52%"
"12/15/2021","0.087544","0.087067","0.088819","0.079943","3.71B","0.52%"
"12/14/2021","0.087094","0.084969","0.087669","0.083885","3.62B","2.50%"
"12/13/2021","0.084970","0.090997","0.091570","0.084105","2.91B","-6.66%"
"12/12/2021","0.091032","0.091252","0.092670","0.089464","1.97B","-0.24%"
"12/11/2021","0.091252","0.087728","0.091779","0.086715","1.91B","3.99%"
"12/10/2021","0.087754","0.088627","0.092943","0.087559","2.66B","-0.98%"
"12/09/2021","0.088625","0.092314","0.093250","0.088576","3.11B","-4.00%"
"12/08/2021","0.092314","0.089934","0.093718","0.089703","3.63B","2.65%"
"12/07/2021","0.089934","0.087371","0.092604","0.086677","4.55B","2.84%"
"12/06/2021","0.087449","0.084297","0.087622","0.078971","8.47B","3.74%"
"12/05/2021","0.084294","0.087011","0.087743","0.082186","5.36B","-3.13%"
"12/04/2021","0.087016","0.093886","0.093951","0.074565","11.61B","-7.36%"
"12/03/2021","0.093928","0.097502","0.101752","0.093470","8.29B","-3.67%"
"12/02/2021","0.097504","0.096876","0.098229","0.094992","7.08B","0.66%"
"12/01/2021","0.096863","0.096532","0.100515","0.093577","4.55B","0.35%"
"11/30/2021","0.096525","0.097159","0.111531","0.094980","8.04B","-0.65%"
"11/29/2021","0.097159","0.095137","0.127705","0.089808","6.45B","2.08%"
"11/28/2021","0.095177","0.093348","0.095186","0.089525","9.10B","1.93%"
"11/27/2021","0.093377","0.092090","0.095700","0.091626","5.72B","1.43%"
"11/26/2021","0.092063","0.100090","0.101718","0.090195","9.19B","-8.01%"
"11/25/2021","0.100075","0.097845","0.102159","0.095353","3.92B","2.24%"
"11/24/2021","0.097883","0.102879","0.103688","0.096029","4.81B","-4.86%"
"11/23/2021","0.102885","0.101812","0.103406","0.100996","5.93B","1.06%"
"11/22/2021","0.101803","0.106583","0.107041","0.101193","7.69B","-4.55%"
"11/21/2021","0.106655","0.105185","0.109698","0.104502","7.19B","1.38%"
"11/20/2021","0.105198","0.103897","0.105645","0.101529","7.44B","1.25%"
"11/19/2021","0.103903","0.100482","0.105614","0.097983","9.56B","3.38%"
"11/18/2021","0.100503","0.111191","0.112520","0.099582","6.51B","-9.62%"
"11/17/2021","0.111197","0.109368","0.113635","0.107002","6.09B","1.67%"
"11/16/2021","0.109371","0.123800","0.123800","0.105762","8.41B","-11.66%"
"11/15/2021","0.123804","0.117026","0.129138","0.115768","9.10B","5.79%"
"11/14/2021","0.117024","0.112691","0.117323","0.110611","5.82B","3.86%"
"11/13/2021","0.112672","0.107962","0.113949","0.107547","8.23B","4.36%"
"11/12/2021","0.107962","0.108932","0.110731","0.104774","7.33B","-0.89%"
"11/11/2021","0.108935","0.106724","0.110451","0.104958","6.66B","2.07%"
"11/10/2021","0.106724","0.114357","0.117455","0.103250","8.16B","-6.67%"
"11/09/2021","0.114351","0.109943","0.115411","0.108548","8.95B","4.01%"
"11/08/2021","0.109943","0.104477","0.110092","0.104477","8.37B","5.24%"
"11/07/2021","0.104471","0.102471","0.104884","0.102010","5.99B","1.97%"
"11/06/2021","0.102455","0.103428","0.104235","0.099476","5.05B","-0.95%"
"11/05/2021","0.103433","0.103345","0.106092","0.101963","3.88B","0.08%"
"11/04/2021","0.103348","0.105867","0.107153","0.101695","5.88B","-2.37%"
"11/03/2021","0.105859","0.107362","0.109199","0.102138","7.98B","-1.39%"
"11/02/2021","0.107346","0.100536","0.110391","0.099816","7.96B","6.79%"
"11/01/2021","0.100524","0.101507","0.102036","0.098013","3.46B","-0.97%"
"10/31/2021","0.101504","0.101106","0.102367","0.097545","6.69B","0.40%"
"10/30/2021","0.101099","0.099469","0.104652","0.097870","8.36B","1.65%"
"10/29/2021","0.099453","0.095284","0.099453","0.094691","7.44B","4.38%"
"10/28/2021","0.095284","0.090614","0.096225","0.090614","9.57B","5.18%"
"10/27/2021","0.090593","0.101108","0.102653","0.089344","7.07B","-10.40%"
"10/26/2021","0.101108","0.100747","0.105637","0.100241","6.39B","0.35%"
"10/25/2021","0.100756","0.098107","0.101400","0.097846","4.98B","2.69%"
"10/24/2021","0.098121","0.100662","0.101416","0.097289","3.03B","-2.52%"
"10/23/2021","0.100659","0.099811","0.101198","0.098633","3.16B","0.85%"
"10/22/2021","0.099811","0.099562","0.101947","0.098653","3.76B","0.24%"
"10/21/2021","0.099573","0.103202","0.105937","0.099413","4.91B","-3.61%"
"10/20/2021","0.103306","0.100549","0.106086","0.100082","5.35B","2.72%"
"10/19/2021","0.100570","0.098091","0.100903","0.097872","3.75B","2.51%"
"10/18/2021","0.098103","0.098701","0.099329","0.096988","2.74B","-0.60%"
"10/17/2021","0.098696","0.098650","0.102075","0.096477","2.77B","0.16%"
"10/16/2021","0.098536","0.098628","0.100942","0.098197","1.84B","-0.06%"
"10/15/2021","0.098594","0.097147","0.102656","0.095210","4.08B","1.49%"
"10/14/2021","0.097147","0.097908","0.099508","0.096412","2.93B","-0.76%"
"10/13/2021","0.097895","0.095311","0.097997","0.093468","3.47B","2.71%"
"10/12/2021","0.095311","0.097112","0.097112","0.091526","3.73B","-1.88%"
"10/11/2021","0.097133","0.097501","0.100914","0.095118","2.84B","-0.43%"
"10/10/2021","0.097555","0.103074","0.103087","0.097217","3.39B","-5.28%"
"10/09/2021","0.102997","0.097688","0.105560","0.097125","6.53B","5.48%"
"10/08/2021","0.097645","0.095481","0.099369","0.095257","5.73B","2.34%"
"10/07/2021","0.095415","0.095481","0.098286","0.093410","6.41B","-0.06%"
"10/06/2021","0.095470","0.096222","0.096992","0.091040","6.95B","-0.76%"
"10/05/2021","0.096203","0.093512","0.098471","0.092897","8.28B","2.87%"
"10/04/2021","0.093521","0.094960","0.095165","0.090045","4.52B","-1.54%"
"10/03/2021","0.094983","0.093420","0.096643","0.092581","2.26B","1.65%"
"10/02/2021","0.093444","0.094793","0.095853","0.092353","2.21B","-1.40%"
"10/01/2021","0.094775","0.089418","0.094807","0.088514","2.93B","5.98%"
"09/30/2021","0.089426","0.085824","0.089652","0.085520","2.31B","4.21%"
"09/29/2021","0.085815","0.083080","0.087931","0.082594","3.20B","3.30%"
"09/28/2021","0.083076","0.085980","0.087182","0.082966","3.50B","-3.39%"
"09/27/2021","0.085989","0.087713","0.090568","0.085968","3.89B","-1.95%"
"09/26/2021","0.087699","0.090528","0.090790","0.083331","5.06B","-3.17%"
"09/25/2021","0.090566","0.092248","0.093681","0.089311","3.83B","-1.83%"
"09/24/2021","0.092258","0.099201","0.099366","0.086125","5.12B","-6.99%"
"09/23/2021","0.099186","0.098743","0.100619","0.096136","2.92B","0.43%"
"09/22/2021","0.098757","0.088248","0.098757","0.086683","3.99B","12.02%"
"09/21/2021","0.088162","0.091351","0.095592","0.086920","5.95B","-3.48%"
"09/20/2021","0.091344","0.103699","0.103730","0.089649","7.24B","-11.93%"
"09/19/2021","0.103716","0.105888","0.107464","0.102466","2.65B","-2.05%"
"09/18/2021","0.105884","0.105324","0.109083","0.103537","2.26B","0.65%"
"09/17/2021","0.105205","0.115932","0.120524","0.103609","5.88B","-9.29%"
"09/16/2021","0.115983","0.120803","0.122226","0.112357","4.37B","-3.99%"
"09/15/2021","0.120803","0.118238","0.122776","0.113472","4.63B","2.19%"
"09/14/2021","0.118217","0.104662","0.120112","0.104150","7.69B","12.95%"
"09/13/2021","0.104667","0.112420","0.116942","0.099106","7.41B","-6.91%"
"09/12/2021","0.112439","0.095533","0.117991","0.093856","12.26B","17.71%"
"09/11/2021","0.095522","0.090762","0.096943","0.090439","6.80B","5.22%"
"09/10/2021","0.090782","0.093027","0.095794","0.086433","7.11B","-2.40%"
"09/09/2021","0.093018","0.092737","0.094546","0.090221","4.97B","0.33%"
"09/08/2021","0.092716","0.085282","0.096614","0.083520","15.88B","8.75%"
"09/07/2021","0.085254","0.103818","0.105933","0.078346","7.83B","-17.87%"
"09/06/2021","0.103808","0.104993","0.107236","0.101271","3.49B","-1.08%"
"09/05/2021","0.104944","0.101377","0.105053","0.101088","3.44B","3.52%"
"09/04/2021","0.101378","0.101355","0.103410","0.099363","3.33B","0.02%"
"09/03/2021","0.101355","0.100480","0.105882","0.097839","4.94B","0.80%"
"09/02/2021","0.100553","0.094988","0.102105","0.093446","4.48B","5.84%"
"09/01/2021","0.095004","0.088794","0.095240","0.087265","3.52B","6.98%"
"08/31/2021","0.088803","0.086120","0.090428","0.085161","4.28B","3.11%"
"08/30/2021","0.086127","0.088470","0.088785","0.085502","2.67B","-2.65%"
"08/29/2021","0.088476","0.088263","0.090128","0.086802","3.04B","0.25%"
"08/28/2021","0.088254","0.088285","0.088748","0.086295","2.10B","-0.05%"
"08/27/2021","0.088295","0.083073","0.088295","0.081590","3.31B","6.35%"
"08/26/2021","0.083023","0.086883","0.088354","0.081471","3.61B","-4.44%"
"08/25/2021","0.086884","0.084635","0.087774","0.082823","3.09B","2.65%"
"08/24/2021","0.084638","0.089915","0.091066","0.083949","4.85B","-5.88%"
"08/23/2021","0.089922","0.087954","0.096638","0.087690","4.14B","2.24%"
"08/22/2021","0.087953","0.087985","0.090296","0.085965","2.11B","-0.04%"
"08/21/2021","0.087986","0.090286","0.090472","0.086789","2.88B","-2.55%"
"08/20/2021","0.090286","0.088311","0.090666","0.086533","2.63B","2.24%"
"08/19/2021","0.088306","0.084570","0.088321","0.081737","3.47B","4.40%"
"08/18/2021","0.084582","0.085224","0.087339","0.081927","3.53B","-0.77%"
"08/17/2021","0.085237","0.089344","0.092381","0.085031","3.82B","-4.62%"
"08/16/2021","0.089361","0.092955","0.096427","0.088409","4.16B","-3.87%"
"08/15/2021","0.092962","0.092423","0.095044","0.089322","3.87B","0.58%"
"08/14/2021","0.092427","0.089498","0.093160","0.086848","3.45B","3.27%"
"08/13/2021","0.089496","0.084004","0.089543","0.083064","3.26B","6.56%"
"08/12/2021","0.083990","0.083114","0.091115","0.080613","6.02B","1.05%"
"08/11/2021","0.083118","0.074587","0.086325","0.074269","5.86B","11.44%"
"08/10/2021","0.074588","0.073940","0.075608","0.072245","3.32B","0.84%"
"08/09/2021","0.073966","0.071923","0.075096","0.069951","3.42B","2.90%"
"08/08/2021","0.071885","0.074825","0.076066","0.070949","3.75B","-3.95%"
"08/07/2021","0.074842","0.071873","0.076497","0.071829","3.36B","4.13%"
"08/06/2021","0.071873","0.070138","0.072279","0.069836","2.74B","2.48%"
"08/05/2021","0.070136","0.067786","0.070761","0.067355","4.12B","3.47%"
"08/04/2021","0.067786","0.064012","0.068252","0.063537","2.85B","5.90%"
"08/03/2021","0.064010","0.064629","0.065815","0.062843","3.31B","-0.96%"
"08/02/2021","0.064629","0.064058","0.065593","0.062624","2.72B","0.89%"
"08/01/2021","0.064058","0.063924","0.067120","0.062804","3.09B","0.21%"
"07/31/2021","0.063921","0.063218","0.065168","0.061193","2.93B","1.13%"
"07/30/2021","0.063204","0.061861","0.064247","0.059806","2.53B","2.20%"
"07/29/2021","0.061843","0.060693","0.062121","0.060013","2.53B","1.90%"
"07/28/2021","0.060688","0.060204","0.062809","0.059737","2.96B","0.79%"
"07/27/2021","0.060213","0.058754","0.061285","0.057181","3.48B","2.47%"
"07/26/2021","0.058761","0.057898","0.063944","0.057670","4.83B","1.49%"
"07/25/2021","0.057899","0.057040","0.058079","0.056439","2.95B","2.26%"
"07/24/2021","0.056619","0.056002","0.056932","0.055782","2.96B","1.13%"
"07/23/2021","0.055989","0.055260","0.056160","0.053749","3.05B","1.31%"
"07/22/2021","0.055265","0.053852","0.055332","0.052980","3.14B","2.63%"
"07/21/2021","0.053846","0.050488","0.055161","0.049755","3.52B","6.64%"
"07/20/2021","0.050495","0.053431","0.054178","0.049144","2.98B","-5.49%"
"07/19/2021","0.053428","0.055932","0.056232","0.053338","2.98B","-4.47%"
"07/18/2021","0.055927","0.055974","0.057482","0.055381","2.57B","-0.08%"
"07/17/2021","0.055974","0.055593","0.056663","0.054774","2.74B","0.69%"
"07/16/2021","0.055593","0.057848","0.058796","0.055593","2.80B","-3.90%"
"07/15/2021","0.057846","0.059894","0.060718","0.057091","2.99B","-3.40%"
"07/14/2021","0.059882","0.059362","0.060272","0.056899","2.71B","0.88%"
"07/13/2021","0.059359","0.060090","0.060691","0.058727","2.25B","-1.25%"
"07/12/2021","0.060111","0.061860","0.062771","0.059559","2.35B","-2.80%"
"07/11/2021","0.061845","0.061425","0.062512","0.060624","2.13B","0.72%"
"07/10/2021","0.061404","0.062198","0.063020","0.060636","2.23B","-1.27%"
